5.000000	7.179e-02
5.000000	1.964e-01
5.000000	3.255e-01
5.000000	4.592e-01
5.000000	5.978e-01
5.000000	7.416e-01
5.000000	8.908e-01
5.000000	1.046e+00
5.000000	1.207e+00
5.000000	1.375e+00
5.000000	1.549e+00
5.000000	1.731e+00
5.000000	1.921e+00
5.000000	2.119e+00
5.000000	2.326e+00
5.000000	2.542e+00
5.000000	2.769e+00
5.000000	3.006e+00
5.000000	3.255e+00
5.000000	3.517e+00
5.000000	3.792e+00
5.000000	4.082e+00
5.000000	4.388e+00
5.000000	4.711e+00
5.000000	5.053e+00
5.000000	5.415e+00
5.000000	5.799e+00
5.000000	6.207e+00
5.000000	6.643e+00
5.000000	7.107e+00
8.275862	9.317e-03
8.275862	2.550e-02
8.275862	4.225e-02
8.275862	5.960e-02
8.275862	7.759e-02
8.275862	9.625e-02
8.275862	1.156e-01
8.275862	1.357e-01
8.275862	1.567e-01
8.275862	1.784e-01
8.275862	2.011e-01
8.275862	2.247e-01
8.275862	2.493e-01
8.275862	2.750e-01
8.275862	3.018e-01
8.275862	3.299e-01
8.275862	3.593e-01
8.275862	3.902e-01
8.275862	4.225e-01
8.275862	4.565e-01
8.275862	4.922e-01
8.275862	5.298e-01
8.275862	5.695e-01
8.275862	6.114e-01
8.275862	6.558e-01
8.275862	7.028e-01
8.275862	7.526e-01
8.275862	8.056e-01
8.275862	8.621e-01
8.275862	9.224e-01
11.551724	2.441e-03
11.551724	6.680e-03
11.551724	1.107e-02
11.551724	1.561e-02
11.551724	2.033e-02
11.551724	2.522e-02
11.551724	3.029e-02
11.551724	3.556e-02
11.551724	4.104e-02
11.551724	4.674e-02
11.551724	5.268e-02
11.551724	5.886e-02
11.551724	6.531e-02
11.551724	7.205e-02
11.551724	7.908e-02
11.551724	8.644e-02
11.551724	9.414e-02
11.551724	1.022e-01
11.551724	1.107e-01
11.551724	1.196e-01
11.551724	1.290e-01
11.551724	1.388e-01
11.551724	1.492e-01
11.551724	1.602e-01
11.551724	1.718e-01
11.551724	1.841e-01
11.551724	1.972e-01
11.551724	2.111e-01
11.551724	2.259e-01
11.551724	2.417e-01
14.827586	8.977e-04
14.827586	2.456e-03
14.827586	4.070e-03
14.827586	5.742e-03
14.827586	7.475e-03
14.827586	9.273e-03
14.827586	1.114e-02
14.827586	1.308e-02
14.827586	1.509e-02
14.827586	1.719e-02
14.827586	1.937e-02
14.827586	2.165e-02
14.827586	2.402e-02
14.827586	2.649e-02
14.827586	2.908e-02
14.827586	3.179e-02
14.827586	3.462e-02
14.827586	3.759e-02
14.827586	4.070e-02
14.827586	4.398e-02
14.827586	4.742e-02
14.827586	5.104e-02
14.827586	5.487e-02
14.827586	5.891e-02
14.827586	6.318e-02
14.827586	6.770e-02
14.827586	7.251e-02
14.827586	7.762e-02
14.827586	8.306e-02
14.827586	8.887e-02
18.103448	4.037e-04
18.103448	1.105e-03
18.103448	1.830e-03
18.103448	2.582e-03
18.103448	3.361e-03
18.103448	4.170e-03
18.103448	5.009e-03
18.103448	5.881e-03
18.103448	6.787e-03
18.103448	7.729e-03
18.103448	8.711e-03
18.103448	9.734e-03
18.103448	1.080e-02
18.103448	1.191e-02
18.103448	1.308e-02
18.103448	1.429e-02
18.103448	1.557e-02
18.103448	1.690e-02
18.103448	1.830e-02
18.103448	1.978e-02
18.103448	2.132e-02
18.103448	2.295e-02
18.103448	2.467e-02
18.103448	2.649e-02
18.103448	2.841e-02
18.103448	3.045e-02
18.103448	3.261e-02
18.103448	3.490e-02
18.103448	3.735e-02
18.103448	3.996e-02
21.379310	2.075e-04
21.379310	5.677e-04
21.379310	9.406e-04
21.379310	1.327e-03
21.379310	1.728e-03
21.379310	2.143e-03
21.379310	2.574e-03
21.379310	3.022e-03
21.379310	3.488e-03
21.379310	3.972e-03
21.379310	4.477e-03
21.379310	5.002e-03
21.379310	5.551e-03
21.379310	6.123e-03
21.379310	6.721e-03
21.379310	7.346e-03
21.379310	8.001e-03
21.379310	8.687e-03
21.379310	9.407e-03
21.379310	1.016e-02
21.379310	1.096e-02
21.379310	1.180e-02
21.379310	1.268e-02
21.379310	1.361e-02
21.379310	1.460e-02
21.379310	1.565e-02
21.379310	1.676e-02
21.379310	1.794e-02
21.379310	1.920e-02
21.379310	2.054e-02
24.655172	1.173e-04
24.655172	3.209e-04
24.655172	5.317e-04
24.655172	7.501e-04
24.655172	9.765e-04
24.655172	1.211e-03
24.655172	1.455e-03
24.655172	1.708e-03
24.655172	1.972e-03
24.655172	2.245e-03
24.655172	2.531e-03
24.655172	2.828e-03
24.655172	3.138e-03
24.655172	3.461e-03
24.655172	3.799e-03
24.655172	4.153e-03
24.655172	4.523e-03
24.655172	4.910e-03
24.655172	5.317e-03
24.655172	5.745e-03
24.655172	6.195e-03
24.655172	6.668e-03
24.655172	7.168e-03
24.655172	7.695e-03
24.655172	8.253e-03
24.655172	8.845e-03
24.655172	9.472e-03
24.655172	1.014e-02
24.655172	1.085e-02
24.655172	1.161e-02
27.931034	7.119e-05
27.931034	1.948e-04
27.931034	3.228e-04
27.931034	4.554e-04
27.931034	5.928e-04
27.931034	7.354e-04
27.931034	8.834e-04
27.931034	1.037e-03
27.931034	1.197e-03
27.931034	1.363e-03
27.931034	1.536e-03
27.931034	1.717e-03
27.931034	1.905e-03
27.931034	2.101e-03
27.931034	2.306e-03
27.931034	2.521e-03
27.931034	2.745e-03
27.931034	2.981e-03
27.931034	3.228e-03
27.931034	3.488e-03
27.931034	3.761e-03
27.931034	4.048e-03
27.931034	4.351e-03
27.931034	4.672e-03
27.931034	5.010e-03
27.931034	5.369e-03
27.931034	5.750e-03
27.931034	6.155e-03
27.931034	6.587e-03
27.931034	7.048e-03
31.206897	4.568e-05
31.206897	1.250e-04
31.206897	2.071e-04
31.206897	2.922e-04
31.206897	3.804e-04
31.206897	4.719e-04
31.206897	5.668e-04
31.206897	6.655e-04
31.206897	7.680e-04
31.206897	8.747e-04
31.206897	9.858e-04
31.206897	1.101e-03
31.206897	1.222e-03
31.206897	1.348e-03
31.206897	1.480e-03
31.206897	1.618e-03
31.206897	1.762e-03
31.206897	1.913e-03
31.206897	2.071e-03
31.206897	2.238e-03
31.206897	2.413e-03
31.206897	2.598e-03
31.206897	2.792e-03
31.206897	2.998e-03
31.206897	3.215e-03
31.206897	3.445e-03
31.206897	3.690e-03
31.206897	3.950e-03
31.206897	4.227e-03
31.206897	4.522e-03
34.482759	3.064e-05
34.482759	8.384e-05
34.482759	1.389e-04
34.482759	1.960e-04
34.482759	2.551e-04
34.482759	3.165e-04
34.482759	3.802e-04
34.482759	4.464e-04
34.482759	5.152e-04
34.482759	5.867e-04
34.482759	6.612e-04
34.482759	7.388e-04
34.482759	8.198e-04
34.482759	9.043e-04
34.482759	9.926e-04
34.482759	1.085e-03
34.482759	1.182e-03
34.482759	1.283e-03
34.482759	1.389e-03
34.482759	1.501e-03
34.482759	1.619e-03
34.482759	1.742e-03
34.482759	1.873e-03
34.482759	2.011e-03
34.482759	2.157e-03
34.482759	2.311e-03
34.482759	2.475e-03
34.482759	2.649e-03
34.482759	2.835e-03
34.482759	3.033e-03
37.758621	2.131e-05
37.758621	5.832e-05
37.758621	9.663e-05
37.758621	1.363e-04
37.758621	1.775e-04
37.758621	2.201e-04
37.758621	2.645e-04
37.758621	3.105e-04
37.758621	3.583e-04
37.758621	4.081e-04
37.758621	4.599e-04
37.758621	5.139e-04
37.758621	5.702e-04
37.758621	6.290e-04
37.758621	6.904e-04
37.758621	7.547e-04
37.758621	8.219e-04
37.758621	8.924e-04
37.758621	9.664e-04
37.758621	1.044e-03
37.758621	1.126e-03
37.758621	1.212e-03
37.758621	1.303e-03
37.758621	1.399e-03
37.758621	1.500e-03
37.758621	1.607e-03
37.758621	1.721e-03
37.758621	1.843e-03
37.758621	1.972e-03
37.758621	2.110e-03
41.034483	1.528e-05
41.034483	4.181e-05
41.034483	6.927e-05
41.034483	9.773e-05
41.034483	1.272e-04
41.034483	1.578e-04
41.034483	1.896e-04
41.034483	2.226e-04
41.034483	2.569e-04
