0.000010	0.000000
0.000010	0.000000
0.000011	0.000000
0.000011	0.000000
0.000012	0.000000
0.000012	0.000000
0.000012	0.000000
0.000013	0.000000
0.000013	0.000000
0.000014	0.000000
0.000014	0.000000
0.000015	0.000000
0.000016	0.000000
0.000016	0.000000
0.000017	0.000000
0.000017	0.000000
0.000018	0.000000
0.000019	0.000000
0.000019	0.000000
0.000020	0.000000
0.000021	0.000000
0.000022	0.000000
0.000023	0.000000
0.000023	0.000000
0.000024	0.000000
0.000025	0.000000
0.000026	0.000000
0.000027	0.000000
0.000028	0.000000
0.000029	0.000000
0.000030	0.000000
0.000031	0.000000
0.000033	0.000000
0.000034	0.000000
0.000035	0.000000
0.000036	0.000000
0.000038	0.000000
0.000039	0.000000
0.000041	0.000000
0.000042	0.000000
0.000044	0.000000
0.000045	0.000000
0.000047	0.000000
0.000049	0.000000
0.000051	0.000000
0.000053	0.000000
0.000055	0.000000
0.000057	0.000000
0.000059	0.000000
0.000061	0.000000
0.000063	0.000000
0.000066	0.000000
0.000068	0.000000
0.000071	0.000000
0.000073	0.000000
0.000076	0.000000
0.000079	0.000000
0.000082	0.000000
0.000085	0.000000
0.000088	0.000000
0.000092	0.000000
0.000095	0.000000
0.000099	0.000000
0.000102	0.000000
0.000106	0.000000
0.000110	314169.506144
0.000114	329023.265224
0.000119	344561.451405
0.000123	360833.431378
0.000128	377889.667238
0.000133	395735.578533
0.000137	414424.266377
0.000143	434010.375534
0.000148	454506.597928
0.000154	475970.758314
0.000159	498462.660474
0.000165	522002.654207
0.000172	546667.229549
0.000178	572483.692920
0.000185	599519.343231
0.000192	627844.232552
0.000199	657494.291917
0.000206	688556.188872
0.000214	721073.369977
0.000222	755137.049779
0.000231	790798.481199
0.000239	828154.244958
0.000248	867263.783672
0.000258	908229.856451
0.000267	951129.415499
0.000277	996045.592988
0.000288	1043090.696771
0.000299	1092355.632670
0.000310	1143937.447584
0.000321	1197959.871167
0.000333	1254528.578993
0.000346	1313761.738805
0.000359	1375782.197137
0.000373	1440711.823031
0.000387	1508694.031792
0.000401	1579863.761384
0.000416	1654350.880677
0.000432	1732303.814392
0.000448	1813868.501837
0.000465	1899196.031694
0.000482	1988431.232638
0.000500	2081724.701051
0.000519	2179221.746532
0.000539	2281065.252569
0.000559	2387399.987679
0.000580	2498361.198147
0.000602	2614076.748383
0.000625	2734665.376131
0.000648	2860234.922136
0.000672	2990879.575942
0.000698	3126683.134454
0.000724	3267707.437076
0.000751	3414000.807759
0.000779	3565591.749493
0.000809	3722488.800532
0.000839	3884679.624539
0.000871	4052130.354405
0.000903	4224785.209874
0.000937	4402566.402964
0.000973	4585374.338694
0.001009	4773088.111955
0.001047	4965566.294799
0.001087	5162648.001963
0.001127	5364154.216756
0.001170	5569889.353166
0.001214	5779643.027144
0.001260	5993192.002280
0.001307	6210302.276856
0.001356	6430731.272003
0.001407	6654230.081904
0.001460	6880545.745315
0.001515	7109423.497960
0.001572	7340608.966441
0.001631	7573850.266187
